SMILES,Activity binary
C[N+](C)=CCC(O)CC(N)=O,0
NS(=O)(=O)O,0
C1COCCN1,0
COc1ccc(Cl)cc1NC(=O)CC(C)=O,0
COc1cc(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(=O)Nc4ccccc4)ccc3OC)c2O)c(OC)cc1Cl,0
O=C(Nc1ccc(NC(=O)c2cc3ccccc3c(N=Nc3cc(Cl)ccc3Cl)c2O)c(Cl)c1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,0
CC(=O)C(=NNc1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
COc1ccc(Nc2ccc(CCNCC(O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1,0
Nc1ccc(N)c([N+](=O)[O-])c1,1
CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,1
O=c1cccccc1O,1
Nc1ccccc1Nc1ccccc1,1
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc([N+](=O)[O-])cc1)C2=O,0
O=C1CCC2COC1O2,0
COC(=O)c1ccc(C(=O)OC)c(N)c1,0
C(=NC1CCCCC1)=NC1CCCCC1,1
C[N+](C)(C)C,0
CC(C)(C)C(=O)O,0
CC(C)=CCCC(C)=CC=O,1
Cc1ccc(CCC=O)cc1,1
O=C1CCCCCN1C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CCCCCC3=O)cc2)cc1,0
O=C1CCCCO1,0
O=CCC=O,0
N=c1[nH]ccnc1C(=O)O,0
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccccc3)cc2)cc1,0
CCCSc1ccc(N)c([N+](=O)[O-])c1,1
CC(C)CCOCCC(C)C,1
CCCCCCCCCCCCCCCCI,1
OC1COCOC1,0
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0
CC(C)C1CCC(CO)CC1,1
CC1(C)SC2C(N)C(=O)N2C1C(=O)O,0
O=C(O)c1ccc2c(c1)C(=O)OC2=O,1
Cn1c(=O)c2ccc3c4ccc5c(=O)n(C)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,0
Oc1cc2ccccc2o1,1
CCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0
C=C1C=CC(C(C)C)CC1,1
c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccccc5)c(-c5ccccc5)n4)cc3)nc2-c2ccccc2)cc1,0
OCC1CO1,0
COc1cc(NC(=O)C(=NNc2ccc(-c3ccc(NN=C(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,0
CC(=O)C(=NNc1cc(C(=O)Nc2cccc(Cl)c2C)ccc1Cl)C(=O)Nc1cc(Cl)c(NC(=O)C(=NNc2cc(C(=O)Nc3cccc(Cl)c3C)ccc2Cl)C(C)=O)cc1C,0
ClC(Cl)(Cl)Cl,1
NCC(=O)O,0
NC(CSSCC(N)C(=O)O)C(=O)O,0
COC1CCCC1,0
CC(=O)CC(=O)c1ccc(C)cc1C,1
C=CCCC(=O)C1=CCCC(C)(C)C1,1
CC(O)CO,0
CC=CC(=O)C1=C(C)CCCC1(C)C,1
Oc1[nH]c(O)c2c1CCC2,0
N#CCN(CC#N)CCN(CC#N)CC#N,0
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],1
CC(=O)C(=O)c1ccccc1,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
CC[Si](ON=C(C)C)(ON=C(C)C)ON=C(C)C,0
Cc1ccc(N=C=O)cc1N=C=O,1
CCOCOC1CCCCCCCCCCC1,1
CC1=CCC(=C(C)C)CC1,1
O=C(Nc1ccc(Cc2ccc(NC(=O)NC3CCCCC3)cc2)cc1)NC1CCCCC1,0
Nc1cccc(O)c1,1
C=CCOC(C)=O,0
CC=CC=CCC=O,1
CCOCc1cc(OC)c(B(O)O)c(OC)c1,0
C=CC(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,1
COc1cc(OC)c(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)c2O)cc1Cl,0
COC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1N,0
CNC(N)=O,0
CCCC(=O)NC(C)C(=O)O,0
O=[PH](=O)(O)CN(CCO)C[PH](=O)(=O)O,0
NC(Cc1ccc(O)cc1)C(O)O,1
CC(N)=O,0
CC1C(C=O)CC2CC1C2(C)C,1
Nc1c(S(=O)(=O)O)cc(-c2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O,0
O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,0
CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,1
C=CC1(C)CC(OC(=O)COS(C)(=O)=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0
Nc1ccc(O)cc1[N+](=O)[O-],1
COC(=O)c1sc(N)c(C#N)c1C,0
CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,0
O=c1[nH]c2ccccc2[nH]1,0
NCC(O)CO,0
CCC(C)(C)C1CCC(CC=O)CC1,1
COCOCC(CO)(CO)CO,0
CC(O)(CC(=O)O)C(=O)O,0
CCCCCCOC(=O)c1ccccc1O,1
COC(=O)CCCCC(=O)OC,0
CCCCC(CC)COC(=O)C(C)O,1
CCCCCCCCCCCCCCCBr,1
C1CCC(NC2CCCCC2)CC1,0
CC(C)(C)C(NC(=O)OCc1ccccc1)C(=O)O,0
C=C(C)C(=O)NCCC[N+](C)(C)CC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)C,0
CCC(=O)C=CC1=C(C)CCCC1(C)C,1
CC(=O)CC(=O)Nc1ccc(S(=O)(=O)O)cc1,0
CCCCOCCOCCOCCOCCCC,0
O=C(CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)OCCO)OCCO,0
COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1ccccc1OC,0
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,0
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0
OCC(O)c1oc(O)c(O)c1O,0
Cc1cc([N+](=O)[O-])ccc1N=Nc1c(O)c(C(=O)Nc2ccccc2C)cc2ccccc12,0
O=C(O)CCCCCCCCC(=O)O,0
NCCCCCCN,0
CCCCCCC=CC(C(C)=O)C(=O)OCC,1
CCCCOCCOC(=O)COc1nc(Cl)cc(Cl)c1Cl,1
C1COCO1,0
CC(=O)C(=NNc1ccc(Cl)cc1[N+](=O)[O-])C(=O)Nc1ccccc1Cl,0
CCOC(=O)c1nc[nH]n1,0
O=C(Cl)c1ccc(F)c(Cl)c1,1
COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccccc2OC)c([N+](=O)[O-])c1,0
CCC(COC(=O)CC(C)CC(C)(C)C)(COC(=O)CC(C)CC(C)(C)C)COC(=O)CC(C)CC(C)(C)C,0
CCCCCC=O,0
COS(C)(=O)=O,1
C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,0
O=C(O)C1=C(CCO)OC2CC(=O)N12,0
CC1(C)CC(CCBr)C(=O)O1,0
Cn1c(N)cc(=O)n(C)c1=O,0
CC(C)Cc1ccc(CC(C)C=O)cc1,1
CC(=O)C(C)C(=O)c1ccccc1,1
CC(C)O,0
CCCC=CC=O,1
CC(=CC(C)C)C(C)OC(C)(C)COC(=O)C1CC1,1
CC(=O)C(=NNc1ccccc1C(F)(F)F)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
O=C(O)CSSCC(=O)O,0
Cc1ccc(NC(=O)OCCCCCCCCCCC(C)C)cc1NC(=O)OCCCCCCCCCCC(C)C,0
COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2cc(Cl)ccc2C)cc2ccccc12,0
CC1=CC(C)C(CO)C(C)C1,0
OCC1(CO)COCOC1,0
CCOC(=O)C(=NOC(C)(C)C(=O)OC(C)(C)C)c1csc(=NC(c2ccccc2)(c2ccccc2)c2ccccc2)[nH]1,0
C=CC(C)=CCC1OC1(C)C,1
O=C1c2ccccc2-c2nc3cccc4cccc(c43)n21,0
CCCCCCCCCBr,0
CCCCCCCCCCCBr,1
Cc1ncc[nH]1,0
CCCCCCCCCCCCCCCCCCCCCCBr,1
COc1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-],0
COc1cc([N+](=O)[O-])c(OC)cc1Cl,0
COC(=O)CC(C)=NC(C(=O)O)c1ccc(O)cc1,0
COc1ccc(C)cc1NC(C)=O,0
O=C(CCc1ccc(O)cc1)Nc1ccccc1C(=O)O,0
Cc1ccc(N)cc1S(N)(=O)=O,0
COc1cc2[nH]c(=O)c(=O)[nH]c2cc1N,0
CN(N=O)C(=N)N[N+](=O)[O-],1
Cc1ccc(S(N)(=O)=O)cc1,0
CCCCOCCOCCOC(=O)CCC(=O)OCCOCCOCCCC,0
Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,0
C[Si](C)(C)O[Si](C)(CCCOCC(O)CO)O[Si](C)(C)C,1
CCC(C)CC1CCC(O)CC1,1
CCCC(O)CCC1C(C)CCCC1(C)C,1
CC(C)(C)OC(=O)NC(C(=O)N1C(C#N)CC2CC21)C12CC3CC(CC(O)(C3)C1)C2,0
N=c1cc[nH]c(=O)[nH]1,0
O=C(c1ccccc1)C1CCCCC1,0
Oc1cc2cccc(F)c2[nH]1,0
Cc1cc2[nH]c(=O)[nH]c2cc1N=Nc1c(O)[nH]c(=O)[nH]c1=O,0
CN1CCCN(C)C1=O,0
CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,0
COc1cc(S(=O)(=O)O)c(C)cc1NC(=O)CC(C)=O,0
CCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,0
NC(Cc1c[nH]c2ccccc12)C(=O)O,0
O=C(O)CCCCCCCCCCCBr,1
C=c1[nH]n2c(=O)c3ccccc3nc2c1=NNc1ccc(Cl)cc1[N+](=O)[O-],0
CC(=O)C(=NNc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,0
NP(N)(=O)Oc1ccccc1,0
NC(=O)C1CC(F)CN1,0
CCCCC(C=O)=Cc1ccccc1,1
CC(C)(C)N,0
CC(C)(C)O,0
OCC(F)(F)F,0
CC(C)(CC1Cc2ccccc2C1)NCC(O)COc1cc(CCC(=O)O)cc(F)c1F,0
CNC(=O)c1cc(Oc2ccc(N)c(F)c2)ccn1,0
CCN(N=O)C(N)=O,1
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,1
C=C(C)C(=O)OC(=O)C(=C)C,1
COC(=O)C1CCCC(C)C1,0
CCCCCCCCC(=O)Cl,1
CCCCCCCCCCCCCBr,1
FC1(F)COC1(F)F,0
CC(Cl)COP(=O)(OCC(C)Cl)OC(C)CCl,0
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc2ccccc2cc1O,0
CCOP(=O)(OCC)OCC,0
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0
CC(Cl)CCl,0
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0
CC(C)C(=O)O,0
C=C(C)C(N)=O,0
CC(=O)C=CC1=CCCC(C)C1(C)C,0
CC(=O)C(O)O,0
C[N+](C)(C)CC(O)CC(=O)O,0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
CCC(C)(C)c1ccc(O)cc1,1
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1
C=C(C)C(=O)OC,1
CN1CCN(C)C1=O,0
O=C(O)CCCCCN=c1[nH]c(=NCCCCCC(=O)O)[nH]c(=NCCCCCC(=O)O)[nH]1,0
COc1ccc([N+](=O)[O-])cc1NN=C(C(C)=O)C(=O)Nc1ccccc1OC,0
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0
CCCCCCC(C)OC(=O)COc1[nH]c(F)c(Cl)c(=N)c1Cl,1
C=CC(=O)OCCO,1
C#CC(O)CCCCC,1
CCC(C)C1C(=O)NC(C2Cc3ccccc3C2)C(=O)N1C(C(=O)N1CCOCC1)c1coc(C)n1,0
COc1ccccc1NN=C(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
OCC(O)C1OC(c2ccc(Cl)cc2)OC2COC(c3ccc(Cl)cc3)OC21,0
C=C(C)C(=O)OCC1CCC2OC2C1,1
Cn1sc2c(c1=O)CCC2,1
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0
COC(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1[N+](=O)[O-],0
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)cc2)cc1[N+](=O)[O-],0
O=C1C=CC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,1
COc1cc(NC(=O)C(C#N)C=Nc2ccc(OC)c(OCCCN3CCN(C)CC3)c2)c(Cl)cc1Cl,0
O=C1N=C(c2ccc(Cl)cc2)c2c(O)[nH]c(-c3ccc(Cl)cc3)c21,0
CC1CCC(C(C)C)C(C(=O)NCCc2ccccn2)C1,0
CCCCOC(=O)CCP1(=O)Oc2ccccc2-c2ccccc21,0
Oc1[nH]c(O)c2c1CC=CC2,0
O=C1NC(=O)c2ccccc21,0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0
CCN(CC)c1ccc(C=C2OC(=NC3CCCCC3)N(C3CCCCC3)C2=O)c(OC)c1,0
C=COCCOCCOC(=O)C=C,1
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,0
CCOC(=O)CP(=O)(OCC)OCC,0
CCCCCCCCCC(=O)Oc1ccc(C(=O)O)cc1,0
CCC=CCC(C)OC(=O)c1ccccc1O,1
COc1nc(OC)nc(C(=O)c2cccc(F)c2N(C)S(=O)(=O)C(F)F)n1,0
NC(C(=O)O)c1ccccc1,0
CC(=O)Nc1ccc(F)cc1-c1ccc(Cl)c(Cl)c1,0
CC(O)c1c(Cl)ccc(F)c1Cl,1
COc1ccccc1NC(=O)C(=NNc1ccccc1C(=O)O)C(C)=O,0
Cc1ccc(N)c(S(=O)(=O)O)c1,0
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,1
Cc1cc(=O)n(-c2ccccc2)[nH]1,1
COc1ccc(OC)c([N+](=O)[O-])c1,0
COc1ccc(C(=O)O)cc1[N+](=O)[O-],0
CC(=O)OC1CC(C)CCC1C(C)C,0
Cc1ccc(I)cc1Cc1ccc(-c2ccc(F)cc2)s1,1
N=c1cc(C(=O)O)c(=NNc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2S(=O)(=O)O)c(=N)c1=NNc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1,0
COc1ccccc1OC,0
O=C1Nc2ccccc2C1=O,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3=CCC21C,0
C#CC(C)(C)C,0
COc1ccccc1NC(=O)CC(C)=O,0
Cc1ccc2oc(=O)ccc2c1,0
Oc1ccc(-c2ccccc2)cc1,1
COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,0
CC(C)(C)OC(=O)c1cccc(N)c1,0
COc1cc2c(cc1OC)C(C)(C)C(=Cc1ccccc1)C2=O,0
CCC(C)c1cc(S(=O)(=O)O)cc(-n2nc3ccccc3n2)c1O,0
CC(=CCCC=O)CCCC(C)(C)O,0
CC(C)CCOC(=S)S,1
CCC=CCCO,0
COc1ccc([N+](=O)[O-])cc1OCCCCl,0
COc1cc(C)ccc1O,1
CC(C=O)c1ccccc1,1
CC(=O)CC(=O)Nc1ccccc1C,0
CC(=O)CC(=O)Nc1ccccc1Cl,0
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,1
O=C(Oc1ccccc1)c1ccccc1,1
CCCCCCCCCCCC(=O)OCC(C)(C)C=NCCOCCO,1
CCCCCCCCCCCC(=O)OCC(C)(C)C=NCC1(C)CC(N=CC(C)(C)COC(=O)CCCCCCCCCCC)CC(C)(C)C1,1
NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,0
OCCN(CCO)CCO,0
Cc1ccc(S(=O)(=O)NCCCCCC(=O)O)cc1,0
COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1N,0
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,0
O=C(OOC(=O)c1ccccc1)c1ccccc1,1
CCCCCCCCCCCCCC(=O)Oc1ccccc1C(c1ccccc1)c1ccccc1OC(=O)CCCCCCCCCCCCC,0
O=C(O)CCCCCCCCCCCCCCC(=O)NC(CCC(=O)On1c(O)ccc1O)C(=O)O,0
CC(CC(=O)Oc1ccc(S(=O)(=O)O)cc1)CC(C)(C)C,1
c1ccc2scnc2c1,0
Clc1ccccc1Cl,1
Cc1cc(N)ccc1N,1
CC1OC(=O)C(C)OC1=O,0
Cc1ccc(-n2nccn2)c(C(=O)O)c1,0
OCC(O)CS,1
CNC(=O)NC,0
C=CC(=O)OC,1
C=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCOC(=O)CC(=O)c1cc(F)c(Cl)nc1Cl,0
CC=Cc1ccc(O)c(OC)c1,1
NC(=O)Nc1[nH]c(=O)[nH]c1O,0
C=C(C)C(=O)OCCOC(=O)C(=C)C,1
CCC(C=O)CC,1
CC(C)(C)C1CCC(=O)CC1,0
Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1,0
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0
C=C(C)C1C=CC(C)C(=O)C1,1
COC(=O)c1ccc(O)cc1,0
CC1=CC=C(C(C)C)CC1,1
O=S1(=O)CS(=O)(=O)OCO1,1
CC1=CCCCC1=NO,1
CC=CC(CC)=NO,1
C=CC(C)(O)CCC=C(C)C=O,1
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1
CC1(C)CC(COS(C)(=O)=O)C(=O)O1,0
Cc1ccc(S(=O)(=O)OCC2CC(C)(C)OC2=O)cc1,0
COc1ccc2[nH]c(=O)cc(C)c2c1,0
CC(C)(C)OC(=O)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5C(=O)OC(C)(C)C)n4)cc3)cc2)c[nH]1,0
C=C1CC(C(=C)C)CC=C1C,1
Oc1ccc(O)c2c1C1CCC2C1C(Cl)Cl,1
CCC(COCC(F)(F)C(F)(F)F)OC(=O)CC(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)C(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)S(=O)(=O)O,0
S=c1[nH]c2ccccc2o1,0
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCCS(=O)(=O)O)c4ccc5ccccc5c4C3(C)C)=C2Cl)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,0
O=C1N=C(c2ccc(-c3ccccc3)cc2)c2c(O)[nH]c(-c3ccc(Cl)cc3)c21,0
Cc1cnn(C(CC(=O)O)C(=O)O)c1C,0
O=C(O)CCC(=O)O,0
N=c1[nH]c(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,0
Cc1cccc(Nc2cc3c(nc4ccc(N(CCO)CCO)cc4[n+]3-c3ccccc3)c3ccccc23)c1,0
